"20191212004552000000000000000000201","B",,"00000000.10f544cb.00000001.0000.02.0000:5858.62734.16","BEFOREIMAGE","0200080000000000                ",2019-12-12 00:45:52.000000,10009,1,"C-1",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000201","U",0200,"00000000.10f544cb.00000001.0000.02.0000:5858.62734.16","UPDATE","0200080000000000                ",2019-12-12 00:45:52.000000,10009,1,"C-11",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000205","B",,"00000000.10f544cb.00000001.0001.01.0000:5858.62734.16","BEFOREIMAGE","0200080000000000                ",2019-12-12 00:45:52.000000,10009,2,"C-2",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000205","U",0200,"00000000.10f544cb.00000001.0001.01.0000:5858.62734.16","UPDATE","0200080000000000                ",2019-12-12 00:45:52.000000,10009,2,"C-21",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000209","B",,"00000000.10f544cb.00000001.0002.01.0000:5858.62734.16","BEFOREIMAGE","0200080000000000                ",2019-12-12 00:45:52.000000,10009,3,"C-3",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000209","U",0200,"00000000.10f544cb.00000001.0002.01.0000:5858.62734.16","UPDATE","0200080000000000                ",2019-12-12 00:45:52.000000,10009,3,"C-31",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000213","B",,"00000000.10f544cb.00000001.0003.01.0000:5858.62734.16","BEFOREIMAGE","0200080000000000                ",2019-12-12 00:45:52.000000,10009,4,"C-4",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000213","U",0200,"00000000.10f544cb.00000001.0003.01.0000:5858.62734.16","UPDATE","0200080000000000                ",2019-12-12 00:45:52.000000,10009,4,"C-41",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000217","B",,"00000000.10f544cb.00000001.0004.01.0000:5858.62734.16","BEFOREIMAGE","0200080000000000                ",2019-12-12 00:45:52.000000,10009,5,"C-5",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000217","U",0200,"00000000.10f544cb.00000001.0004.01.0000:5858.62734.16","UPDATE","0200080000000000                ",2019-12-12 00:45:52.000000,10009,5,"C-51",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000221","B",,"00000000.10f544cb.00000001.0005.01.0000:5858.62734.16","BEFOREIMAGE","0200080000000000                ",2019-12-12 00:45:52.000000,10009,6,"C-6",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000221","U",0200,"00000000.10f544cb.00000001.0005.01.0000:5858.62734.16","UPDATE","0200080000000000                ",2019-12-12 00:45:52.000000,10009,6,"C-61",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000225","B",,"00000000.10f544cb.00000001.0006.01.0000:5858.62734.16","BEFOREIMAGE","0200080000000000                ",2019-12-12 00:45:52.000000,10009,7,"C-7",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000225","U",0200,"00000000.10f544cb.00000001.0006.01.0000:5858.62734.16","UPDATE","0200080000000000                ",2019-12-12 00:45:52.000000,10009,7,"C-71",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000229","B",,"00000000.10f544cb.00000001.0007.01.0000:5858.62734.16","BEFOREIMAGE","0200080000000000                ",2019-12-12 00:45:52.000000,10009,8,"C-8",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000229","U",0200,"00000000.10f544cb.00000001.0007.01.0000:5858.62734.16","UPDATE","0200080000000000                ",2019-12-12 00:45:52.000000,10009,8,"C-81",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000233","B",,"00000000.10f544cb.00000001.0008.01.0000:5858.62734.16","BEFOREIMAGE","0200080000000000                ",2019-12-12 00:45:52.000000,10009,9,"C-9",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000233","U",0200,"00000000.10f544cb.00000001.0008.01.0000:5858.62734.16","UPDATE","0200080000000000                ",2019-12-12 00:45:52.000000,10009,9,"C-91",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000237","B",,"00000000.10f544cb.00000001.0009.01.0000:5858.62734.16","BEFOREIMAGE","0200080000000000                ",2019-12-12 00:45:52.000000,10009,10,"C-10",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000237","U",0200,"00000000.10f544cb.00000001.0009.01.0000:5858.62734.16","UPDATE","0200080000000000                ",2019-12-12 00:45:52.000000,10009,10,"C-101",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000249","B",,"00000000.10f544cc.00000001.0001.02.0000:5858.62734.16","BEFOREIMAGE","08001E0000000000                ",2019-12-12 00:45:52.000000,10010,1,"C-1",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000249","U",0200,"00000000.10f544cc.00000001.0001.02.0000:5858.62734.16","UPDATE","08001E0000000000                ",2019-12-12 00:45:52.000000,10010,1,"C-11",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000253","B",,"00000000.10f544cc.00000001.0002.01.0000:5858.62734.16","BEFOREIMAGE","08001E0000000000                ",2019-12-12 00:45:52.000000,10010,2,"C-2",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000253","U",0200,"00000000.10f544cc.00000001.0002.01.0000:5858.62734.16","UPDATE","08001E0000000000                ",2019-12-12 00:45:52.000000,10010,2,"C-21",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000257","B",,"00000000.10f544cc.00000001.0003.01.0000:5858.62734.16","BEFOREIMAGE","08001E0000000000                ",2019-12-12 00:45:52.000000,10010,3,"C-3",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000257","U",0200,"00000000.10f544cc.00000001.0003.01.0000:5858.62734.16","UPDATE","08001E0000000000                ",2019-12-12 00:45:52.000000,10010,3,"C-31",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000261","B",,"00000000.10f544cc.00000001.0004.01.0000:5858.62734.16","BEFOREIMAGE","08001E0000000000                ",2019-12-12 00:45:52.000000,10010,4,"C-4",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000261","U",0200,"00000000.10f544cc.00000001.0004.01.0000:5858.62734.16","UPDATE","08001E0000000000                ",2019-12-12 00:45:52.000000,10010,4,"C-41",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000265","B",,"00000000.10f544cc.00000001.0005.01.0000:5858.62734.16","BEFOREIMAGE","08001E0000000000                ",2019-12-12 00:45:52.000000,10010,5,"C-5",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000265","U",0200,"00000000.10f544cc.00000001.0005.01.0000:5858.62734.16","UPDATE","08001E0000000000                ",2019-12-12 00:45:52.000000,10010,5,"C-51",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000269","B",,"00000000.10f544cc.00000001.0006.01.0000:5858.62734.16","BEFOREIMAGE","08001E0000000000                ",2019-12-12 00:45:52.000000,10010,6,"C-6",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000269","U",0200,"00000000.10f544cc.00000001.0006.01.0000:5858.62734.16","UPDATE","08001E0000000000                ",2019-12-12 00:45:52.000000,10010,6,"C-61",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000273","B",,"00000000.10f544cc.00000001.0007.01.0000:5858.62734.16","BEFOREIMAGE","08001E0000000000                ",2019-12-12 00:45:52.000000,10010,7,"C-7",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000273","U",0200,"00000000.10f544cc.00000001.0007.01.0000:5858.62734.16","UPDATE","08001E0000000000                ",2019-12-12 00:45:52.000000,10010,7,"C-71",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000277","B",,"00000000.10f544cc.00000001.0008.01.0000:5858.62734.16","BEFOREIMAGE","08001E0000000000                ",2019-12-12 00:45:52.000000,10010,8,"C-8",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000277","U",0200,"00000000.10f544cc.00000001.0008.01.0000:5858.62734.16","UPDATE","08001E0000000000                ",2019-12-12 00:45:52.000000,10010,8,"C-81",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000281","B",,"00000000.10f544cc.00000001.0009.01.0000:5858.62734.16","BEFOREIMAGE","08001E0000000000                ",2019-12-12 00:45:52.000000,10010,9,"C-9",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000281","U",0200,"00000000.10f544cc.00000001.0009.01.0000:5858.62734.16","UPDATE","08001E0000000000                ",2019-12-12 00:45:52.000000,10010,9,"C-91",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000285","B",,"00000000.10f544cc.00000001.000a.01.0000:5858.62734.16","BEFOREIMAGE","08001E0000000000                ",2019-12-12 00:45:52.000000,10010,10,"C-10",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000285","U",0200,"00000000.10f544cc.00000001.000a.01.0000:5858.62734.16","UPDATE","08001E0000000000                ",2019-12-12 00:45:52.000000,10010,10,"C-101",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000297","B",,"00000000.10f544ce.00000001.0000.02.0000:5858.62734.16","BEFOREIMAGE","0300100000000000                ",2019-12-12 00:45:52.000000,10011,1,"C-1",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000297","U",0200,"00000000.10f544ce.00000001.0000.02.0000:5858.62734.16","UPDATE","0300100000000000                ",2019-12-12 00:45:52.000000,10011,1,"C-11",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000301","B",,"00000000.10f544ce.00000001.0001.01.0000:5858.62734.16","BEFOREIMAGE","0300100000000000                ",2019-12-12 00:45:52.000000,10011,2,"C-2",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000301","U",0200,"00000000.10f544ce.00000001.0001.01.0000:5858.62734.16","UPDATE","0300100000000000                ",2019-12-12 00:45:52.000000,10011,2,"C-21",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000305","B",,"00000000.10f544ce.00000001.0002.01.0000:5858.62734.16","BEFOREIMAGE","0300100000000000                ",2019-12-12 00:45:52.000000,10011,3,"C-3",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000305","U",0200,"00000000.10f544ce.00000001.0002.01.0000:5858.62734.16","UPDATE","0300100000000000                ",2019-12-12 00:45:52.000000,10011,3,"C-31",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000309","B",,"00000000.10f544ce.00000001.0003.01.0000:5858.62734.16","BEFOREIMAGE","0300100000000000                ",2019-12-12 00:45:52.000000,10011,4,"C-4",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000309","U",0200,"00000000.10f544ce.00000001.0003.01.0000:5858.62734.16","UPDATE","0300100000000000                ",2019-12-12 00:45:52.000000,10011,4,"C-41",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000313","B",,"00000000.10f544ce.00000001.0004.01.0000:5858.62734.16","BEFOREIMAGE","0300100000000000                ",2019-12-12 00:45:52.000000,10011,5,"C-5",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000313","U",0200,"00000000.10f544ce.00000001.0004.01.0000:5858.62734.16","UPDATE","0300100000000000                ",2019-12-12 00:45:52.000000,10011,5,"C-51",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000317","B",,"00000000.10f544ce.00000001.0005.01.0000:5858.62734.16","BEFOREIMAGE","0300100000000000                ",2019-12-12 00:45:52.000000,10011,6,"C-6",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000317","U",0200,"00000000.10f544ce.00000001.0005.01.0000:5858.62734.16","UPDATE","0300100000000000                ",2019-12-12 00:45:52.000000,10011,6,"C-61",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000321","B",,"00000000.10f544ce.00000001.0006.01.0000:5858.62734.16","BEFOREIMAGE","0300100000000000                ",2019-12-12 00:45:52.000000,10011,7,"C-7",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000321","U",0200,"00000000.10f544ce.00000001.0006.01.0000:5858.62734.16","UPDATE","0300100000000000                ",2019-12-12 00:45:52.000000,10011,7,"C-71",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000325","B",,"00000000.10f544ce.00000001.0007.01.0000:5858.62734.16","BEFOREIMAGE","0300100000000000                ",2019-12-12 00:45:52.000000,10011,8,"C-8",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000325","U",0200,"00000000.10f544ce.00000001.0007.01.0000:5858.62734.16","UPDATE","0300100000000000                ",2019-12-12 00:45:52.000000,10011,8,"C-81",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000329","B",,"00000000.10f544ce.00000001.0008.01.0000:5858.62734.16","BEFOREIMAGE","0300100000000000                ",2019-12-12 00:45:52.000000,10011,9,"C-9",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000329","U",0200,"00000000.10f544ce.00000001.0008.01.0000:5858.62734.16","UPDATE","0300100000000000                ",2019-12-12 00:45:52.000000,10011,9,"C-91",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000333","B",,"00000000.10f544ce.00000001.0009.01.0000:5858.62734.16","BEFOREIMAGE","0300100000000000                ",2019-12-12 00:45:52.000000,10011,10,"C-10",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000333","U",0200,"00000000.10f544ce.00000001.0009.01.0000:5858.62734.16","UPDATE","0300100000000000                ",2019-12-12 00:45:52.000000,10011,10,"C-101",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000345","B",,"00000000.10f544cf.00000001.0001.02.0000:5858.62734.16","BEFOREIMAGE","04001A0000000000                ",2019-12-12 00:45:52.000000,10012,1,"C-1",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000345","U",0200,"00000000.10f544cf.00000001.0001.02.0000:5858.62734.16","UPDATE","04001A0000000000                ",2019-12-12 00:45:52.000000,10012,1,"C-11",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000349","B",,"00000000.10f544cf.00000001.0002.01.0000:5858.62734.16","BEFOREIMAGE","04001A0000000000                ",2019-12-12 00:45:52.000000,10012,2,"C-2",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000349","U",0200,"00000000.10f544cf.00000001.0002.01.0000:5858.62734.16","UPDATE","04001A0000000000                ",2019-12-12 00:45:52.000000,10012,2,"C-21",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000353","B",,"00000000.10f544cf.00000001.0003.01.0000:5858.62734.16","BEFOREIMAGE","04001A0000000000                ",2019-12-12 00:45:52.000000,10012,3,"C-3",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000353","U",0200,"00000000.10f544cf.00000001.0003.01.0000:5858.62734.16","UPDATE","04001A0000000000                ",2019-12-12 00:45:52.000000,10012,3,"C-31",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000357","B",,"00000000.10f544cf.00000001.0004.01.0000:5858.62734.16","BEFOREIMAGE","04001A0000000000                ",2019-12-12 00:45:52.000000,10012,4,"C-4",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000357","U",0200,"00000000.10f544cf.00000001.0004.01.0000:5858.62734.16","UPDATE","04001A0000000000                ",2019-12-12 00:45:52.000000,10012,4,"C-41",2019-12-11 20:25:42.237000,
"20191212004552000000000000000000361","B",,"00000000.10f544cf.00000001.0005.01.0000:5858.62734.16","BEFOREIMAGE","04001A0000000000                ",2019-12-12 00:45:52.000000,10012,5,"C-5",2019-12-11 20:25:42.237000,
