"20191211202529000000000000000000009","I",0F80,"00000000.10f3d851.00000001.0000.02.0000:5857.35225.16","INSERT","07000A0000000000                ",2019-12-11 20:25:29.000000,10009,1,"C-1",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000013","I",0F80,"00000000.10f3d851.00000001.0003.01.0000:5857.35225.16","INSERT","07000A0000000000                ",2019-12-11 20:25:29.000000,10009,2,"C-2",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000017","I",0F80,"00000000.10f3d851.00000001.0006.01.0000:5857.35225.16","INSERT","07000A0000000000                ",2019-12-11 20:25:29.000000,10009,3,"C-3",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000021","I",0F80,"00000000.10f3d851.00000001.0009.01.0000:5857.35225.16","INSERT","07000A0000000000                ",2019-12-11 20:25:29.000000,10009,4,"C-4",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000025","I",0F80,"00000000.10f3d851.00000001.000c.01.0000:5857.35225.16","INSERT","07000A0000000000                ",2019-12-11 20:25:29.000000,10009,5,"C-5",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000029","I",0F80,"00000000.10f3d851.00000001.000f.01.0000:5857.35225.16","INSERT","07000A0000000000                ",2019-12-11 20:25:29.000000,10009,6,"C-6",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000033","I",0F80,"00000000.10f3d851.00000001.0012.01.0000:5857.35225.16","INSERT","07000A0000000000                ",2019-12-11 20:25:29.000000,10009,7,"C-7",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000037","I",0F80,"00000000.10f3d851.00000001.0015.01.0000:5857.35225.16","INSERT","07000A0000000000                ",2019-12-11 20:25:29.000000,10009,8,"C-8",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000041","I",0F80,"00000000.10f3d851.00000001.0018.01.0000:5857.35225.16","INSERT","07000A0000000000                ",2019-12-11 20:25:29.000000,10009,9,"C-9",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000045","I",0F80,"00000000.10f3d851.00000001.001b.01.0000:5857.35225.16","INSERT","07000A0000000000                ",2019-12-11 20:25:29.000000,10009,10,"C-10",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000057","I",0F80,"00000000.10f3d852.00000001.0001.02.0000:5857.35225.16","INSERT","05000B0000000000                ",2019-12-11 20:25:29.000000,10010,1,"C-1",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000061","I",0F80,"00000000.10f3d853.00000001.0002.01.0000:5857.35225.16","INSERT","05000B0000000000                ",2019-12-11 20:25:29.000000,10010,2,"C-2",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000065","I",0F80,"00000000.10f3d853.00000001.0005.01.0000:5857.35225.16","INSERT","05000B0000000000                ",2019-12-11 20:25:29.000000,10010,3,"C-3",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000069","I",0F80,"00000000.10f3d853.00000001.0008.01.0000:5857.35225.16","INSERT","05000B0000000000                ",2019-12-11 20:25:29.000000,10010,4,"C-4",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000073","I",0F80,"00000000.10f3d853.00000001.000b.01.0000:5857.35225.16","INSERT","05000B0000000000                ",2019-12-11 20:25:29.000000,10010,5,"C-5",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000077","I",0F80,"00000000.10f3d853.00000001.000e.01.0000:5857.35225.16","INSERT","05000B0000000000                ",2019-12-11 20:25:29.000000,10010,6,"C-6",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000081","I",0F80,"00000000.10f3d853.00000001.0011.01.0000:5857.35225.16","INSERT","05000B0000000000                ",2019-12-11 20:25:29.000000,10010,7,"C-7",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000085","I",0F80,"00000000.10f3d853.00000001.0014.01.0000:5857.35225.16","INSERT","05000B0000000000                ",2019-12-11 20:25:29.000000,10010,8,"C-8",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000089","I",0F80,"00000000.10f3d853.00000001.0017.01.0000:5857.35225.16","INSERT","05000B0000000000                ",2019-12-11 20:25:29.000000,10010,9,"C-9",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000093","I",0F80,"00000000.10f3d853.00000001.001a.01.0000:5857.35225.16","INSERT","05000B0000000000                ",2019-12-11 20:25:29.000000,10010,10,"C-10",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000105","I",0F80,"00000000.10f3d855.00000001.0000.02.0000:5857.35225.16","INSERT","0100140000000000                ",2019-12-11 20:25:29.000000,10011,1,"C-1",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000109","I",0F80,"00000000.10f3d855.00000001.0003.01.0000:5857.35225.16","INSERT","0100140000000000                ",2019-12-11 20:25:29.000000,10011,2,"C-2",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000113","I",0F80,"00000000.10f3d855.00000001.0006.01.0000:5857.35225.16","INSERT","0100140000000000                ",2019-12-11 20:25:29.000000,10011,3,"C-3",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000117","I",0F80,"00000000.10f3d855.00000001.0009.01.0000:5857.35225.16","INSERT","0100140000000000                ",2019-12-11 20:25:29.000000,10011,4,"C-4",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000121","I",0F80,"00000000.10f3d855.00000001.000c.01.0000:5857.35225.16","INSERT","0100140000000000                ",2019-12-11 20:25:29.000000,10011,5,"C-5",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000125","I",0F80,"00000000.10f3d855.00000001.000f.01.0000:5857.35225.16","INSERT","0100140000000000                ",2019-12-11 20:25:29.000000,10011,6,"C-6",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000129","I",0F80,"00000000.10f3d855.00000001.0012.01.0000:5857.35225.16","INSERT","0100140000000000                ",2019-12-11 20:25:29.000000,10011,7,"C-7",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000133","I",0F80,"00000000.10f3d855.00000001.0015.01.0000:5857.35225.16","INSERT","0100140000000000                ",2019-12-11 20:25:29.000000,10011,8,"C-8",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000137","I",0F80,"00000000.10f3d855.00000001.0018.01.0000:5857.35225.16","INSERT","0100140000000000                ",2019-12-11 20:25:29.000000,10011,9,"C-9",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000141","I",0F80,"00000000.10f3d855.00000001.001b.01.0000:5857.35225.16","INSERT","0100140000000000                ",2019-12-11 20:25:29.000000,10011,10,"C-10",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000153","I",0F80,"00000000.10f3d856.00000001.0001.02.0000:5857.35225.16","INSERT","0A001B0000000000                ",2019-12-11 20:25:29.000000,10012,1,"C-1",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000157","I",0F80,"00000000.10f3d857.00000001.0002.01.0000:5857.35225.16","INSERT","0A001B0000000000                ",2019-12-11 20:25:29.000000,10012,2,"C-2",2019-12-11 20:25:42.237000,
"20191211202529000000000000000000161","I",0F80,"00000000.10f3d857.00000001.0005.01.0000:5857.35225.16","INSERT","0A001B0000000000                ",2019-12-11 20:25:29.000000,10012,3,"C-3",2019-12-11 20:25:42.237000,
